"","HomePlanet","CryoSleep","deck","num","side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Transported"
"2526","Mars","0","F",523,"S","TRAPPIST-1e",12,"0",0,0,0,0,0,"1"
"2527","Europa","1","B",105,"S","TRAPPIST-1e",44,"0",0,0,0,0,0,"1"
"2528","Earth","1","G",438,"P","TRAPPIST-1e",20,"0",0,0,0,0,0,"1"
"2529","Earth","0","F",561,"P","55 Cancri e",59,"0",269,1776,0,0,12,"0"
"2530","Earth","0","G",431,"S","TRAPPIST-1e",18,"0",130,0,13,191,554,"0"
"2531","Europa","1","B",106,"S","TRAPPIST-1e",72,"0",0,0,0,0,0,"1"
"2532","Earth","0","G",439,"P","PSO J318.5-22",23,"0",171,2373,1,30,985,"0"
"2533","Earth","0","G",439,"P","TRAPPIST-1e",11,"0",0,0,0,0,0,"0"
"2534","Earth","1","G",439,"P","TRAPPIST-1e",1,"0",0,0,0,0,0,"1"
"2535","Earth","0","F",563,"P","PSO J318.5-22",25,"0",21,746,55,0,4,"0"
"2536","Mars","1","D",93,"S","55 Cancri e",25,"0",0,0,0,0,0,"1"
"2537","Europa","1","C",99,"S","TRAPPIST-1e",24,"0",0,0,0,0,0,"1"
"2538","Europa","0","C",99,"S","TRAPPIST-1e",54,"0",0,5876,0,0,914,"1"
"2539","Mars","1","F",564,"P","55 Cancri e",17,"0",0,0,0,0,0,"1"
"2540","Mars","0","F",564,"P","TRAPPIST-1e",48,"0",1200,0,38,48,0,"0"
"2541","Earth","0","F",565,"P","TRAPPIST-1e",40,"0",0,0,362,272,0,"0"
"2542","Earth","1","G",440,"P","TRAPPIST-1e",2,"0",0,0,0,0,0,"0"
"2543","Earth","0","F",525,"S","TRAPPIST-1e",32,"0",0,9,11,784,63,"0"
"2544","Earth","1","G",432,"S","TRAPPIST-1e",15,"0",0,0,0,0,0,"1"
"2545","Earth","1","G",433,"S","TRAPPIST-1e",52,"0",0,0,0,0,0,"1"
"2546","Earth","0","F",527,"S","TRAPPIST-1e",16,"0",0,1115,0,1674,132,"0"
"2547","Earth","1","G",433,"S","TRAPPIST-1e",16,"0",0,0,0,0,0,"1"
"2548","Earth","1","G",435,"S","55 Cancri e",16,"0",0,0,0,0,0,"1"
"2549","Earth","0","G",435,"S","55 Cancri e",6,"0",0,0,0,0,0,"0"
"2550","Mars","0","F",567,"P","TRAPPIST-1e",10,"0",0,0,0,0,0,"1"
"2551","Mars","0","D",81,"P","TRAPPIST-1e",27,"1",1709,4,24,0,0,"0"
"2552","Europa","0","C",100,"S","55 Cancri e",45,"0",0,726,0,281,1257,"1"
"2553","Europa","0","C",100,"S","TRAPPIST-1e",26,"0",2381,1772,0,0,2618,"0"
"2554","Mars","0","E",187,"S","TRAPPIST-1e",29,"0",1049,0,0,0,0,"0"
"2555","Earth","1","G",442,"P","PSO J318.5-22",38,"0",0,0,0,0,0,"1"
"2556","Earth","0","E",163,"P","TRAPPIST-1e",19,"0",1,143,0,254,107,"1"
"2557","Mars","0","E",164,"P","TRAPPIST-1e",43,"0",471,0,133,2,692,"0"
"2558","Earth","0","F",528,"S","TRAPPIST-1e",15,"0",746,0,2,0,11,"0"
"2559","Mars","0","F",568,"P","TRAPPIST-1e",31,"0",1511,0,310,0,0,"0"
"2560","Mars","0","F",569,"P","TRAPPIST-1e",52,"0",758,0,356,5,0,"0"
"2561","Mars","0","F",570,"P","TRAPPIST-1e",49,"0",0,0,0,0,0,"1"
"2562","Earth","0","F",529,"S","55 Cancri e",29,"0",143,548,0,0,0,"1"
"2563","Earth","0","F",571,"P","TRAPPIST-1e",18,"0",600,0,0,179,11,"1"
"2564","Mars","1","F",530,"S","TRAPPIST-1e",41,"0",0,0,0,0,0,"1"
"2565","Earth","0","G",444,"P","TRAPPIST-1e",9,"0",0,0,0,0,0,"0"
"2566","Earth","1","G",444,"P","PSO J318.5-22",18,"0",0,0,0,0,0,"0"
"2567","Earth","0","E",165,"P","TRAPPIST-1e",58,"0",0,82,0,758,0,"1"
"2568","Earth","0","E",188,"S","PSO J318.5-22",39,"0",0,0,0,0,907,"0"
"2569","Earth","0","E",166,"P","TRAPPIST-1e",13,"0",911,1,0,74,0,"0"
"2570","Europa","1","B",85,"P","55 Cancri e",36,"0",0,0,0,0,0,"1"
"2571","Mars","0","F",572,"P","55 Cancri e",23,"0",253,0,0,888,0,"0"
"2572","Earth","1","G",446,"P","PSO J318.5-22",24,"0",0,0,0,0,0,"1"
"2573","Earth","0","E",167,"P","TRAPPIST-1e",33,"0",0,0,170,14,810,"0"
"2574","Earth","1","G",438,"S","TRAPPIST-1e",18,"0",0,0,0,0,0,"0"
"2575","Earth","1","G",438,"S","TRAPPIST-1e",2,"0",0,0,0,0,0,"0"
"2576","Earth","1","G",438,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"2577","Earth","0","G",439,"S","TRAPPIST-1e",36,"0",625,0,260,0,0,"0"
"2578","Earth","0","G",439,"S","55 Cancri e",15,"0",254,0,10,180,0,"0"
"2579","Earth","0","E",168,"P","TRAPPIST-1e",31,"0",91,756,0,0,12,"1"
"2580","Earth","0","E",189,"S","TRAPPIST-1e",42,"0",0,0,213,166,1209,"1"
"2581","Mars","0","F",532,"S","TRAPPIST-1e",27,"0",1502,1,0,0,0,"0"
"2582","Earth","0","F",533,"S","TRAPPIST-1e",36,"0",123,3,310,7,0,"1"
"2583","Earth","0","G",442,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"0"
"2584","Earth","1","G",442,"S","TRAPPIST-1e",3,"0",0,0,0,0,0,"0"
"2585","Earth","0","F",573,"P","PSO J318.5-22",22,"0",0,837,192,0,0,"0"
"2586","Earth","0","G",443,"S","TRAPPIST-1e",56,"0",0,1721,0,96,0,"0"
"2587","Earth","0","G",444,"S","TRAPPIST-1e",23,"0",0,0,0,757,0,"0"
"2588","Mars","0","D",94,"S","TRAPPIST-1e",25,"0",314,2,648,92,0,"0"
"2589","Earth","0","F",575,"P","TRAPPIST-1e",29,"0",3,0,3,0,697,"0"
"2590","Earth","0","F",575,"P","TRAPPIST-1e",17,"0",0,1195,31,0,0,"0"
"2591","Earth","0","F",575,"P","TRAPPIST-1e",13,"0",412,4,0,0,551,"0"
"2592","Mars","0","D",82,"P","TRAPPIST-1e",35,"0",2301,0,414,0,0,"1"
"2593","Mars","1","F",576,"P","55 Cancri e",53,"0",0,0,0,0,0,"1"
"2594","Earth","0","F",578,"P","TRAPPIST-1e",24,"0",14,702,0,0,0,"0"
"2595","Earth","1","G",447,"P","TRAPPIST-1e",38,"0",0,0,0,0,0,"0"
"2596","Europa","1","D",83,"P","55 Cancri e",21,"0",0,0,0,0,0,"1"
"2597","Europa","0","D",83,"P","55 Cancri e",29,"0",2,8,0,2864,155,"0"
"2598","Earth","0","G",448,"P","TRAPPIST-1e",46,"0",0,0,1661,52,8,"1"
"2599","Europa","1","C",102,"S","TRAPPIST-1e",58,"0",0,0,0,0,0,"1"
"2600","Earth","0","E",190,"S","PSO J318.5-22",53,"0",0,1,0,195,493,"1"
"2601","Earth","0","F",535,"S","55 Cancri e",21,"0",13,0,1098,64,1,"0"
"2602","Earth","1","G",449,"P","PSO J318.5-22",27,"0",0,0,0,0,0,"0"
"2603","Earth","1","G",450,"P","TRAPPIST-1e",31,"0",0,0,0,0,0,"0"
"2604","Europa","1","B",86,"P","55 Cancri e",23,"0",0,0,0,0,0,"1"
"2605","Europa","0","B",86,"P","55 Cancri e",41,"0",0,320,4333,1313,51,"0"
"2606","Europa","0","B",86,"P","TRAPPIST-1e",29,"0",3,933,0,674,731,"0"
"2607","Europa","0","B",86,"P","55 Cancri e",54,"0",0,37,0,4689,0,"0"
"2608","Europa","0","B",86,"P","55 Cancri e",43,"0",0,9923,660,10,266,"1"
"2609","Earth","1","G",446,"S","PSO J318.5-22",36,"0",0,0,0,0,0,"1"
"2610","Earth","0","E",169,"P","TRAPPIST-1e",48,"0",784,87,0,0,1,"1"
"2611","Europa","0","C",103,"S","TRAPPIST-1e",34,"0",10,5659,15,3,0,"1"
"2612","Europa","0","C",103,"S","TRAPPIST-1e",42,"0",0,802,0,2622,671,"0"
"2613","Earth","0","F",536,"S","55 Cancri e",17,"0",0,0,0,863,0,"0"
"2614","Earth","0","F",580,"P","TRAPPIST-1e",22,"0",0,0,0,0,1345,"0"
"2615","Europa","0","A",23,"P","TRAPPIST-1e",37,"0",6,437,0,54,3030,"0"
"2616","Europa","1","A",23,"P","55 Cancri e",38,"0",0,0,0,0,0,"1"
"2617","Earth","0","G",447,"S","TRAPPIST-1e",21,"0",3,0,0,881,0,"0"
"2618","Earth","1","G",447,"S","PSO J318.5-22",23,"0",0,0,0,0,0,"1"
"2619","Europa","0","B",87,"P","TRAPPIST-1e",27,"0",1,767,0,13104,3657,"0"
"2620","Earth","0","F",581,"P","TRAPPIST-1e",23,"0",18,2595,0,0,122,"1"
"2621","Earth","0","F",582,"P","TRAPPIST-1e",19,"0",0,0,366,268,0,"0"
"2622","Mars","0","D",95,"S","TRAPPIST-1e",28,"0",948,0,64,170,0,"0"
"2623","Earth","0","E",171,"P","TRAPPIST-1e",33,"0",0,0,154,22,820,"0"
"2624","Earth","1","G",452,"P","PSO J318.5-22",24,"0",0,0,0,0,0,"0"
"2625","Earth","1","G",452,"P","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"2626","Earth","1","G",453,"P","TRAPPIST-1e",41,"0",0,0,0,0,0,"1"
"2627","Earth","1","G",454,"P","TRAPPIST-1e",19,"0",0,0,0,0,0,"0"
"2628","Earth","0","F",537,"S","TRAPPIST-1e",44,"0",0,0,0,0,871,"0"
"2629","Mars","0","F",538,"S","55 Cancri e",43,"0",803,0,384,120,0,"1"
"2630","Earth","1","G",449,"S","TRAPPIST-1e",14,"0",0,0,0,0,0,"1"
"2631","Earth","1","G",455,"P","PSO J318.5-22",18,"0",0,0,0,0,0,"1"
"2632","Earth","0","F",584,"P","TRAPPIST-1e",25,"0",237,0,910,0,12,"0"
"2633","Mars","0","F",585,"P","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"2634","Mars","1","F",585,"P","55 Cancri e",4,"0",0,0,0,0,0,"1"
"2635","Mars","0","F",585,"P","TRAPPIST-1e",24,"0",165,0,981,2,0,"1"
"2636","Earth","0","F",586,"P","TRAPPIST-1e",38,"0",77,169,0,0,470,"0"
"2637","Earth","1","G",457,"P","TRAPPIST-1e",44,"0",0,0,0,0,0,"1"
"2638","Earth","1","G",458,"P","55 Cancri e",57,"0",0,0,0,0,0,"1"
"2639","Earth","1","G",450,"S","55 Cancri e",3,"0",0,0,0,0,0,"1"
"2640","Earth","1","G",450,"S","TRAPPIST-1e",5,"0",0,0,0,0,0,"0"
"2641","Earth","1","G",450,"S","55 Cancri e",3,"0",0,0,0,0,0,"1"
"2642","Earth","1","G",450,"S","PSO J318.5-22",18,"0",0,0,0,0,0,"1"
"2643","Earth","1","G",450,"S","TRAPPIST-1e",8,"0",0,0,0,0,0,"0"
"2644","Mars","1","F",587,"P","TRAPPIST-1e",21,"0",0,0,0,0,0,"1"
"2645","Europa","1","C",104,"S","55 Cancri e",35,"0",0,0,0,0,0,"1"
"2646","Mars","1","F",539,"S","TRAPPIST-1e",47,"0",0,0,0,0,0,"1"
"2647","Europa","0","C",96,"P","55 Cancri e",28,"0",1581,213,0,18,3051,"0"
"2648","Europa","0","C",96,"P","TRAPPIST-1e",49,"0",20,6807,174,3538,2473,"0"
"2649","Europa","0","D",86,"P","TRAPPIST-1e",23,"0",0,824,0,495,1479,"1"
"2650","Europa","0","D",86,"P","TRAPPIST-1e",19,"0",0,1,0,2085,55,"0"
"2651","Earth","0","E",173,"P","TRAPPIST-1e",34,"0",0,250,23,0,514,"0"
"2652","Europa","0","C",105,"S","TRAPPIST-1e",40,"1",0,11,0,2205,1295,"1"
"2653","Europa","0","A",24,"P","55 Cancri e",26,"1",0,186,0,548,5058,"0"
"2654","Earth","0","F",588,"P","PSO J318.5-22",23,"0",0,0,4,3,1919,"0"
"2655","Mars","0","E",174,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"0"
"2656","Europa","0","C",107,"S","TRAPPIST-1e",51,"0",1,3935,0,146,0,"1"
"2657","Earth","0","F",540,"S","55 Cancri e",44,"0",672,0,0,0,20,"0"
"2658","Mars","0","E",175,"P","TRAPPIST-1e",50,"0",357,0,657,0,0,"0"
"2659","Earth","1","G",452,"S","TRAPPIST-1e",28,"0",0,0,0,0,0,"1"
"2660","Earth","1","G",464,"P","TRAPPIST-1e",13,"0",0,0,0,0,0,"1"
"2661","Earth","0","G",465,"P","TRAPPIST-1e",21,"0",33,126,0,461,0,"0"
"2662","Earth","0","F",544,"S","TRAPPIST-1e",20,"0",56,757,111,0,0,"1"
"2663","Earth","0","F",591,"P","55 Cancri e",14,"0",0,0,14,692,809,"0"
"2664","Europa","0","C",108,"S","55 Cancri e",38,"0",0,896,0,805,4168,"0"
"2665","Earth","0","F",545,"S","PSO J318.5-22",29,"0",631,0,0,40,0,"0"
"2666","Europa","1","C",109,"S","TRAPPIST-1e",36,"0",0,0,0,0,0,"1"
"2667","Europa","1","C",109,"S","TRAPPIST-1e",16,"0",0,0,0,0,0,"1"
"2668","Europa","1","C",109,"S","TRAPPIST-1e",40,"0",0,0,0,0,0,"1"
"2669","Europa","1","C",98,"P","55 Cancri e",18,"0",0,0,0,0,0,"1"
"2670","Earth","0","F",546,"S","PSO J318.5-22",18,"0",154,22,77,1053,0,"1"
"2671","Earth","0","F",547,"S","TRAPPIST-1e",17,"0",5,756,0,0,0,"1"
"2672","Mars","1","E",193,"S","TRAPPIST-1e",32,"0",0,0,0,0,0,"1"
"2673","Earth","0","G",466,"P","TRAPPIST-1e",27,"0",0,2,49,0,801,"0"
"2674","Mars","0","D",88,"P","TRAPPIST-1e",34,"0",2904,23,7,0,81,"0"
"2675","Mars","0","D",88,"P","TRAPPIST-1e",53,"0",520,0,442,0,0,"1"
"2676","Europa","1","C",110,"S","TRAPPIST-1e",36,"1",0,0,0,0,0,"1"
"2677","Mars","0","D",89,"P","TRAPPIST-1e",41,"0",71,0,1617,31,0,"0"
"2678","Mars","0","E",176,"P","TRAPPIST-1e",51,"0",819,4,92,38,0,"0"
"2679","Earth","1","G",467,"P","PSO J318.5-22",61,"0",0,0,0,0,0,"1"
"2680","Earth","0","G",454,"S","TRAPPIST-1e",59,"0",0,0,1,920,1,"1"
"2681","Europa","1","B",88,"P","TRAPPIST-1e",17,"0",0,0,0,0,0,"1"
"2682","Europa","1","B",88,"P","TRAPPIST-1e",27,"0",0,0,0,0,0,"1"
"2683","Earth","0","G",455,"S","PSO J318.5-22",57,"0",0,1431,0,30,337,"1"
"2684","Mars","0","E",194,"S","55 Cancri e",39,"0",2127,0,23,0,0,"0"
"2685","Europa","1","B",107,"S","55 Cancri e",55,"0",0,0,0,0,0,"1"
"2686","Earth","0","G",456,"S","TRAPPIST-1e",42,"0",173,656,0,0,23,"0"
"2687","Earth","0","F",592,"P","TRAPPIST-1e",36,"0",418,40,7,338,0,"0"
"2688","Mars","0","F",593,"P","TRAPPIST-1e",42,"0",44,0,3648,0,9,"1"
"2689","Earth","1","G",468,"P","PSO J318.5-22",32,"0",0,0,0,0,0,"0"
"2690","Earth","0","G",457,"S","55 Cancri e",6,"0",0,0,0,0,0,"0"
"2691","Earth","1","G",458,"S","TRAPPIST-1e",15,"0",0,0,0,0,0,"0"
"2692","Earth","0","F",595,"P","TRAPPIST-1e",28,"0",0,93,1282,0,0,"1"
"2693","Mars","0","D",90,"P","TRAPPIST-1e",37,"0",912,0,0,0,0,"0"
"2694","Earth","0","G",459,"S","TRAPPIST-1e",44,"0",0,0,744,62,3,"0"
"2695","Mars","0","F",597,"P","TRAPPIST-1e",71,"1",901,0,1698,0,0,"0"
"2696","Europa","0","B",89,"P","TRAPPIST-1e",44,"0",0,351,0,3,3447,"0"
"2697","Europa","1","B",89,"P","TRAPPIST-1e",36,"0",0,0,0,0,0,"1"
"2698","Earth","0","G",460,"S","TRAPPIST-1e",18,"0",4,904,0,0,1,"0"
"2699","Earth","0","G",469,"P","PSO J318.5-22",3,"0",0,0,0,0,0,"1"
"2700","Earth","1","G",469,"P","55 Cancri e",12,"0",0,0,0,0,0,"0"
"2701","Earth","1","G",469,"P","55 Cancri e",0,"0",0,0,0,0,0,"1"
"2702","Earth","0","F",598,"P","TRAPPIST-1e",29,"0",0,1311,0,0,0,"0"
"2703","Earth","0","G",469,"P","TRAPPIST-1e",9,"0",0,0,0,0,0,"0"
"2704","Earth","0","G",470,"P","55 Cancri e",27,"0",688,307,779,0,19,"0"
"2705","Earth","0","F",599,"P","PSO J318.5-22",24,"0",0,0,443,244,1,"0"
"2706","Earth","0","G",461,"S","TRAPPIST-1e",38,"0",1,0,288,0,556,"1"
"2707","Mars","0","F",600,"P","TRAPPIST-1e",28,"0",523,0,0,970,0,"0"
"2708","Mars","1","F",1574,"S","TRAPPIST-1e",26,"0",0,0,0,0,0,"1"
"2709","Earth","0","F",601,"P","TRAPPIST-1e",16,"0",0,20,0,300,681,"0"
"2710","Earth","0","F",601,"P","PSO J318.5-22",24,"0",0,2,25,0,707,"1"
"2711","Earth","0","G",471,"P","TRAPPIST-1e",33,"0",123,760,0,0,0,"0"
"2712","Earth","0","G",462,"S","55 Cancri e",24,"0",489,0,49,0,0,"0"
"2713","Earth","0","G",463,"S","TRAPPIST-1e",29,"0",1,0,133,104,574,"0"
"2714","Earth","0","F",552,"S","TRAPPIST-1e",25,"0",0,9,2005,0,5,"1"
"2715","Earth","0","G",464,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"0"
"2716","Earth","0","F",553,"S","TRAPPIST-1e",13,"0",649,2,0,124,143,"0"
"2717","Earth","1","G",473,"P","55 Cancri e",7,"0",0,0,0,0,0,"0"
"2718","Earth","0","F",602,"P","PSO J318.5-22",32,"0",0,0,736,0,0,"0"
"2719","Mars","1","E",178,"P","TRAPPIST-1e",34,"0",0,0,0,0,0,"0"
"2720","Mars","0","F",603,"P","TRAPPIST-1e",49,"0",21,25,1509,0,1042,"0"
"2721","Mars","0","D",96,"S","TRAPPIST-1e",43,"0",13,2119,315,0,261,"1"
"2722","Mars","0","F",555,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"2723","Mars","1","F",555,"S","TRAPPIST-1e",6,"0",0,0,0,0,0,"1"
"2724","Earth","0","F",606,"P","TRAPPIST-1e",23,"0",0,179,569,0,0,"1"
"2725","Mars","0","F",609,"P","TRAPPIST-1e",43,"0",336,11,796,15,0,"1"
"2726","Mars","1","F",609,"P","55 Cancri e",23,"0",0,0,0,0,0,"1"
"2727","Mars","0","D",135,"S","TRAPPIST-1e",43,"0",828,25,545,107,0,"0"
"2728","Mars","1","F",611,"P","55 Cancri e",41,"0",0,0,0,0,0,"1"
"2729","Europa","0","B",92,"P","55 Cancri e",54,"1",0,2062,2,19,1618,"0"
"2730","Europa","1","B",92,"P","TRAPPIST-1e",51,"0",0,0,0,0,0,"1"
"2731","Europa","1","B",92,"P","TRAPPIST-1e",44,"0",0,0,0,0,0,"1"
"2732","Earth","1","G",467,"S","PSO J318.5-22",48,"0",0,0,0,0,0,"1"
"2733","Earth","0","G",474,"P","TRAPPIST-1e",45,"0",418,9,0,857,16,"0"
"2734","Earth","0","F",557,"S","PSO J318.5-22",20,"0",0,689,0,0,0,"0"
"2735","Europa","0","T",2,"P","TRAPPIST-1e",33,"0",0,28,0,6841,543,"0"
"2736","Earth","0","G",468,"S","TRAPPIST-1e",21,"0",15,30,11,2,388,"0"
"2737","Europa","1","C",100,"P","TRAPPIST-1e",68,"0",0,0,0,0,0,"1"
"2738","Earth","0","F",615,"P","PSO J318.5-22",23,"0",5,308,363,7,0,"1"
"2739","Earth","0","G",477,"P","TRAPPIST-1e",16,"0",24,0,13,717,0,"0"
"2740","Earth","0","F",558,"S","TRAPPIST-1e",35,"0",198,44,97,30,510,"0"
"2741","Earth","1","G",478,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"0"
"2742","Earth","0","F",559,"S","TRAPPIST-1e",51,"0",214,3,16,569,0,"0"
"2743","Earth","0","G",469,"S","PSO J318.5-22",2,"0",0,0,0,0,0,"0"
"2744","Earth","1","G",469,"S","55 Cancri e",29,"0",0,0,0,0,0,"0"
"2745","Earth","0","G",469,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"2746","Earth","1","G",479,"P","55 Cancri e",39,"0",0,0,0,0,0,"1"
"2747","Europa","0","C",112,"S","TRAPPIST-1e",55,"0",0,1971,77,577,1050,"1"
"2748","Earth","1","G",482,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"0"
"2749","Earth","0","F",617,"P","TRAPPIST-1e",20,"0",310,0,374,0,5,"0"
"2750","Earth","0","E",179,"P","55 Cancri e",25,"0",0,641,0,2,0,"1"
"2751","Earth","0","F",619,"P","55 Cancri e",18,"0",235,0,101,0,316,"1"
"2752","Earth","0","G",470,"S","PSO J318.5-22",28,"0",3,141,0,0,1689,"0"
"2753","Earth","0","F",561,"S","TRAPPIST-1e",26,"0",1822,0,4,107,1204,"0"
"2754","Earth","0","F",620,"P","PSO J318.5-22",28,"0",1,0,933,614,0,"0"
"2755","Earth","0","F",562,"S","TRAPPIST-1e",54,"0",3030,0,0,0,0,"0"
"2756","Earth","0","F",621,"P","TRAPPIST-1e",56,"0",0,54,0,724,0,"0"
"2757","Mars","0","E",180,"P","TRAPPIST-1e",25,"0",1228,0,132,0,0,"0"
"2758","Europa","0","A",35,"S","TRAPPIST-1e",26,"0",2050,8525,0,270,636,"0"
"2759","Earth","0","F",622,"P","TRAPPIST-1e",14,"0",0,0,709,258,3,"0"
"2760","Earth","0","E",181,"P","TRAPPIST-1e",21,"0",2,417,323,0,84,"1"
"2761","Earth","1","G",485,"P","TRAPPIST-1e",43,"0",0,0,0,0,0,"1"
"2762","Earth","0","G",486,"P","TRAPPIST-1e",37,"0",221,0,32,38,516,"0"
"2763","Earth","0","E",105,"S","TRAPPIST-1e",61,"0",740,82,6,260,1,"0"
"2764","Europa","0","T",3,"P","TRAPPIST-1e",38,"0",0,3135,0,26,3,"1"
"2765","Earth","0","E",182,"P","TRAPPIST-1e",14,"0",0,1,1441,0,190,"1"
"2766","Earth","0","F",564,"S","PSO J318.5-22",20,"0",0,0,585,0,10,"0"
"2767","Europa","0","B",93,"P","TRAPPIST-1e",33,"0",0,0,0,0,0,"0"
"2768","Europa","1","B",111,"S","55 Cancri e",33,"0",0,0,0,0,0,"1"
"2769","Earth","0","E",183,"P","TRAPPIST-1e",13,"0",0,0,31,0,810,"1"
"2770","Europa","0","D",97,"S","TRAPPIST-1e",37,"0",0,210,0,4114,0,"0"
"2771","Mars","0","E",197,"S","TRAPPIST-1e",15,"0",5711,0,2516,0,1370,"0"
"2772","Europa","0","A",36,"S","55 Cancri e",33,"0",396,1280,7,308,4941,"0"
"2773","Earth","1","G",472,"S","PSO J318.5-22",24,"0",0,0,0,0,0,"1"
"2774","Earth","0","F",570,"S","PSO J318.5-22",49,"0",0,0,0,160,528,"0"
"2775","Earth","0","F",571,"S","TRAPPIST-1e",24,"0",1252,6,0,123,706,"0"
"2776","Earth","0","E",198,"S","TRAPPIST-1e",24,"0",173,0,14,0,603,"0"
"2777","Europa","1","B",94,"P","55 Cancri e",26,"0",0,0,0,0,0,"1"
"2778","Europa","1","B",94,"P","55 Cancri e",40,"0",0,0,0,0,0,"1"
"2779","Earth","0","F",626,"P","55 Cancri e",31,"0",0,611,2,4,22,"0"
"2780","Europa","0","C",113,"S","TRAPPIST-1e",47,"0",0,5252,0,124,300,"1"
"2781","Earth","0","F",627,"P","TRAPPIST-1e",19,"0",736,0,0,0,1,"0"
"2782","Europa","0","C",101,"P","55 Cancri e",38,"1",0,1577,0,425,4359,"0"
"2783","Europa","0","C",101,"P","55 Cancri e",33,"0",0,1001,2280,0,29,"1"
"2784","Europa","1","C",114,"S","TRAPPIST-1e",45,"0",0,0,0,0,0,"1"
"2785","Earth","1","G",473,"S","TRAPPIST-1e",1,"0",0,0,0,0,0,"1"
"2786","Earth","0","F",572,"S","TRAPPIST-1e",32,"0",0,53,0,744,0,"0"
"2787","Mars","1","F",573,"S","TRAPPIST-1e",70,"0",0,0,0,0,0,"1"
"2788","Earth","0","G",474,"S","PSO J318.5-22",19,"0",23,0,0,0,732,"0"
"2789","Mars","1","E",185,"P","PSO J318.5-22",55,"0",0,0,0,0,0,"1"
"2790","Europa","0","B",96,"P","TRAPPIST-1e",48,"0",0,8403,0,7627,83,"0"
"2791","Earth","0","G",475,"S","TRAPPIST-1e",66,"0",1187,1,0,6,0,"0"
"2792","Earth","0","F",629,"P","TRAPPIST-1e",13,"0",0,256,0,207,409,"0"
"2793","Europa","0","C",115,"S","55 Cancri e",40,"0",82,1390,0,347,6237,"0"
"2794","Earth","0","E",199,"S","TRAPPIST-1e",35,"0",0,1438,0,112,74,"1"
"2795","Earth","0","F",630,"P","TRAPPIST-1e",32,"0",0,49,2,639,0,"0"
"2796","Mars","0","E",187,"P","TRAPPIST-1e",51,"0",1644,0,234,157,64,"0"
"2797","Europa","0","B",112,"S","TRAPPIST-1e",37,"0",0,216,0,5391,3372,"0"
"2798","Earth","0","G",476,"S","TRAPPIST-1e",31,"0",517,1,301,60,4,"0"
"2799","Earth","0","F",574,"S","TRAPPIST-1e",37,"0",608,0,6,0,1637,"0"
"2800","Europa","0","C",102,"P","TRAPPIST-1e",38,"0",0,3331,270,2,3510,"0"
"2801","Europa","0","C",102,"P","55 Cancri e",19,"0",0,329,0,3154,312,"0"
"2802","Mars","1","F",631,"P","TRAPPIST-1e",33,"0",0,0,0,0,0,"1"
"2803","Earth","0","F",632,"P","TRAPPIST-1e",19,"0",0,0,1752,187,0,"1"
"2804","Earth","0","G",477,"S","TRAPPIST-1e",31,"0",2,788,0,128,9,"1"
"2805","Earth","0","G",477,"S","TRAPPIST-1e",43,"0",45,8,0,607,44,"0"
"2806","Earth","1","G",492,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"0"
"2807","Earth","1","G",493,"P","TRAPPIST-1e",24,"0",0,0,0,0,0,"0"
"2808","Europa","0","C",103,"P","55 Cancri e",21,"0",0,878,82,360,1784,"0"
"2809","Europa","1","C",103,"P","TRAPPIST-1e",14,"0",0,0,0,0,0,"1"
"2810","Europa","0","B",97,"P","55 Cancri e",30,"0",728,2551,0,48,1804,"1"
"2811","Europa","1","B",97,"P","TRAPPIST-1e",22,"0",0,0,0,0,0,"1"
"2812","Earth","0","G",478,"S","TRAPPIST-1e",11,"0",0,0,0,0,0,"0"
"2813","Earth","1","G",478,"S","TRAPPIST-1e",4,"0",0,0,0,0,0,"0"
"2814","Earth","0","G",478,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"0"
"2815","Earth","0","F",575,"S","TRAPPIST-1e",30,"0",479,12,25,643,283,"0"
"2816","Earth","0","G",479,"S","PSO J318.5-22",21,"0",0,27,1181,0,513,"0"
"2817","Europa","0","B",341,"S","TRAPPIST-1e",40,"0",0,0,0,0,0,"0"
"2818","Earth","0","F",634,"P","PSO J318.5-22",57,"0",506,0,1,178,0,"0"
"2819","Mars","0","F",576,"S","TRAPPIST-1e",35,"0",1228,0,0,0,0,"0"
"2820","Europa","0","A",37,"S","TRAPPIST-1e",32,"0",0,0,0,0,0,"0"
"2821","Mars","0","F",577,"S","TRAPPIST-1e",32,"0",2616,0,2,5,0,"0"
"2822","Earth","0","F",578,"S","TRAPPIST-1e",30,"0",0,0,301,0,437,"0"
"2823","Earth","0","F",636,"P","TRAPPIST-1e",69,"0",577,139,0,0,0,"0"
